text,y_pred
陶子认为偶像已经有很多人在挖掘不差我一个,0
影院经理对非二有信心,8
周三北票有没有可能下雨,11
姜广涛的配音视频能帮我找一下吗,1
内蒙明天会有大风出现吗,11
天水美女在新丝路比赛中的冠军,1
可以帮我看看今天的广西公共有什么电视剧看吗,8
查询明天六点绥化有雨吗,11
换个唐嫣和窦骁演的时间都知道,8
快速回放中午中央5套的体育比赛,1
情急之下两人向刘伟强发出邀请希望他能够支持,0
方舟子灭中医那是他搞不懂,0
切换到少儿频道正在播出的熊熊乐园3,4
可以把风扇调成直吹风吗,10
比较想看广东珠江的外来媳妇本地郎，帮我找一下,1
随机播放90年代的经典音乐,5
你对讲述人生意义类型的电影感兴趣吗,8
现在给我建一个提醒明天早上8点预约科目一考试，我怕我忘了,7
我打你电话怎么打不通,0
呵呵不睡了中午再睡我去洗衣服了,7
查看明天有没有三亚飞新加坡的飞机吗,2
今天下午9点的闹钟现在给我定好,7
还有去广东哪里的高铁,2
将空调除湿功能开启吧,10
让我知道珠海去往广州的长途车发车了没,2
与健康同行是不是十二点四十分播放帮我看下,4
我要听用法语讲的顽皮的孩子的故事,3
把中央人民广播电台的文艺之声开开,6
赵丽颖演的悬疑片谁是凶手继续播放,8
调一下空调温度到二十二度,10
有白色斑点的芦荟有毒吗用来敷脸效果怎样,0
9号回湖南的那个提醒能不能帮我删除了,7
找到最近的快餐店的路,2
查询上个月中山的总降水量,11
日黄昏以为期兮下句是及出处,9
新京报不过经历了低潮期一定也会有收获的是不是,11
现在希望可以听到法语版的依恋,8
给我定一个周四下午3点的闹钟,7
杭州到南京我觉得飞机比较快,2
我现在想要你帮我记一下今天下午三点有一个重要会议要开,7
查一下今年上元节是星期几,9
查下日历明天的农历是多少啊,9
走哪条路从天坛到西直门不绕远,2
梁家树表示香港很久没有拍这种题材了,0
问到男友是否经常逗她开心她说一直我都好开心本身好开心,7
切换到正在直播的向幸福出发-2021-20,4
我不去当裁判了谢谢祝取得好成绩,11
面对传媒追访她只好强颜欢笑笔者上前问她对造型满不满意,0
我想看北京卫视的北京您早帮我搜索一下往期视频,1
请问成都市博物馆四川省博物馆地址电话谢谢,0
其实水货同行货比哪种好,7
电影频道5月26上午播出的天净沙回看一下,4
能给我来一个剧情片大宅门吧,8
4月16日的斯里兰卡青睐中国这个视频能找到吗,1
时隔两周何念工作室决定诉诸法律,11
明天是传说的世界末日,9
晚上八点左右济南少儿有什么适合儿童看电视节目吗帮我看下,4
任达华半开玩笑地说袁咏仪好像已经怀孕了但被袁咏仪马上否定,7
查一下退伍军人节是星期几,9
吕良伟妻子斥周刊造谣两女儿实为侄女图,0
现在请收听可心的可心电台,6
在书中琳恩还表达了自己在发现一六岁的女儿吸毒时的恐慌感,1
提醒我今天去营业厅办理业务,7
请用英语播放王维的西施咏音频,5
这种故意请模仿明星代言是否合理,9
空调风速调至百分之50现在太小了,10
零点24播出的旅游景区天气预报再播放一遍,1
麻烦帮我播放泰国的讲校园青春的剧天使之恋,8
8月8号5点的闹钟帮我关掉了吗,7
回放下广东珠江的元宵节联欢晚会,1
刘晓庆曾拒绝与姜文合作再也不说做女人难,8
杨颖觉得这是一件非常浪漫的往事,8
到牛塘中学要怎么走啊,2
绵阳后天可能有雨吗,11
我想继续收听向菲主持的中国之声,6
快点查查大前天是几号呢,9
对此我感到十分内疚想透过这个道歉声明向大家表示深深的歉意,5
汪汪队立大功的相关视频按照时间顺序播放,1
帮我查询然后给我订几张深圳到北京的机票,2
换一部电视换一部电影,8
来首侬本多情里面的情歌吧,5
请问什么时候是元宵节,9
我想查看4月30号的广西影视有什么令人心动的电影帮我看下,4
打开江苏卫视的父母爱情看一下,4
什么时候是花山节,9
帮我看看中央人民广播电台老年之声的主持人是谁,6
我想听70年代的爵士舞曲,5
前天是几月几号,9
我要听钢琴伴奏的英文歌曲呢,5
现在就把空调关了吧，太费电了,10
好想收听中国国际广播电台的新闻,6
画面中以一件印有红唇的恤蒙住嘴巴象征她在,5
CCTV1在2点31的晚间新闻回放一下可以吗,4
记得在5月1号提醒我找周家伟拿钱,7
我要听英文版的小星星。,5
到湖州仓山区怎么走啊,2
帮我查一下周一上午会不会出太阳。,11
帮我搜索一下早上七点零一分的郑州大民生吧我想看下,4
我想看一部80年代的战争片,8
顺序播放一下张学友的醒着做梦里面的歌曲呢,5
藏历年是什么时候,9
麻烦推送下今晚的广东珠江的节目,4
鱼味男孩的节目帮忙回放忘了哪个台了,1
帮我打开今天的辽宁宜佳，我想看下载直播些什么,1
昨天晚上珠江的六三零新闻打开了吗我想看下,4
立刻播放2020年4月出的动漫百妖谱,1
林允儿拍的韩剧可以来一个看么,8
杨颖邓伦朱一龙演的我们是真朋友找到并帮我播放,8
给我找到开车到福州南站的路,2
空调给我关机啊,10
新报记者吴轶凡文朱良城摄,0
未来三天鸡西有雨吗,11
请帮我设置一个周六上午9点去钓鱼的闹钟。,7
农历的惊蛰是星期几,9
历史类型的广播剧播放一个吧,8
请告诉我复活节是几号。,9
把榨汁机开开，我想榨点果汁。,10
下个月3号的下午5点出国的闹钟帮我设置下。,7
放玻璃瓶中的妖怪这个故事的英语版,3
这雪什么时候能停,11
提醒我后天上午8点去交水费,7
幺三八零七八七八八五幺,8
搜索宁波电视台的健康有1套,6
音乐电台有正在放摇滚的吧找来听听,6
循环播放一下安徒生的童话故事拇指姑娘,3
我想用我朋友的手机号码定位,5
请播一下小铃铛这个故事给小孩子听,3
查询一下江苏今年的空气湿润程度,11
9号上午10点的签售会提醒我一下。,7
我十点去郑州会不会堵车,2
我弟周一上午要开运动会，一定给我设置好闹钟,7
帮忙告诉我怎么骑车去市政府吗,2
洗碗机已经把碗洗干净了，把它关掉吧。,10
请播放内地原来拍的古装戏杨三姐告状,8
你是不是忘记给我说今天也是充满希望的一天,7
我想看今早的北京早间新闻，帮我换台,4
有声小说神藏播放一下,3
现在赶紧给我查10月11日是阴历多少,9
中午11点40分的DV现场给我回放下吧,1
我想观看演员李易峰主演的号手就位。,8
李冰冰亲们要点击查看大图才有效果呀,2
查询未来一周天津少雨吗,11
李湘骑着自行车缓缓前行穿着白色的连衣裙仿佛回到了校园时代,8
陕西交通广播的节目给按时间顺序播放,6
随机找一个新闻电台啊,6
今年的什么时候是陇端节,9
就放一遍王宝强主演的唐人街探案三。,8
娱乐节目效果追求的就是语出惊人巨大反差,0
我应该怎样骑车从国家大剧院到王府井呢,2
24个小时后去医院打针你能不能叫我一下 ,7
立刻续播沈腾的电影,8
播放言情剧恋恋不忘,5
万名歌迷票选容祖儿十年至爱造型图,0
何炅主持的快乐大本营帮我播放一下,1
国庆节是这月的几号,9
看一下下周五是几号,9
现在杭州那边空气质量怎么样,11
既要做到准确还原又要符合现代审美是挺难的,8
东湖新闻都是每天十二点三十五分开播吗帮我看下,4
老赵的回答甚是干脆我公司里这么多人够用了不用外人了,0
上次那个电台我挺喜欢，好像是门少华主持的生活小贴士,6
播放欧美动漫冰河世纪3,1
把空调温度调低到20度,10
快乐生活一点通昨天有播放吗帮我看下,4
今天空气有点干燥，帮我把加湿器打开,10
我要听李白的清平调朗诵,5
我现在感觉罗晋演的山海情挺好看的，能不能帮我搜索一下,5
需要我提醒你快点吗,7
播一下著名小说变形记的第三章,3
帮我查询一下今年的春节是星期几,9
山西湿度怎么样,11
播放周华健的朋友,5
山东台昨天的山东新闻联播重放一下,6
有话题婆媳相处铁律是距离,9
能不能给我唱一首好听的古典乐,5
最近空气比较干燥，我要开烟火报警器。,10
CCTV1典籍里的中国-3帮我搜索一下,1
对我来讲辣妹本来就是好看的东西当然喜欢看,8
播一下阿朗的故事电台,6
音乐电台放法语歌儿的找个听,6
从东直门到天坛到底该怎么走合适呢,2
把风扇调整为自然风,10
打开洗衣机,10
给我找一个音乐台CNR音乐之声就行,6
范伟上央视当老大透露幸福秘方,8
吉林新闻联播是在今早六点播过了吗我想看下,4
清明雨上听说是写给许嵩他女朋友的,8
把今天下午2点去办银行卡改成下午4点,7
给我看下上海开往杭州的高铁今天有票吗,2
查询未来一周哈尔滨天气,11
最受欢迎书籍小鬼日记,8
你给我单曲循环一下夜半小夜曲可以吗,5
时间不对，帮我把智能闹钟的时间调成北京时间吧,10
推荐几本写上流社会生活适合有钱人看的杂志,8
能帮我看一下这个月的1号是农历哪天吗,9
山西卫视的天气预报什么时候进行啊帮我看下,4
打开音响，播放一首纯音乐,5
查找国产动漫罗小黑战记,1
立即查查XA9311航班还有没有票,2
我要一直单曲循环冰柜,5
给我放一下袁隆平的纪录片吧,1
放一下五月天演唱会唱歌的视频,1
查询一下成都飞上海的机票还有吗,2
那你和凌潇肃会在一起吗,0
岳云鹏主演的喜剧片煎饼侠开始放,8
东京奥运会在明年几月份举行,8
北京舒馨园清洗保洁公司,8
报一下是否沈阳开往上海的普快进站了,2
播放一下托尔斯泰的小说复活英文版,3
回放前天凌晨两点零五分播放的我最爱的电视剧七十二家房客吧,1
不过在大家的连番追问下邓超还是透露了一点点内容,0
有没有曹盾导演的古装剧播放一个啊,8
设置6:50和6:55的闹钟,7
好几个台都在播安妮海盗和阿诺机长呢帮我找一下,8
江苏卫视的时代问答帮我重新再放一次,0
南昌都市的非乐不可啥时候播放啊帮我看下,4
我为不严谨而道歉但这不会影响到我今后发言的直率,0
明天要去浙江出差，那边天气多少度？,11
超级想看黄晓明出演的烈火英雄,8
帮我定一个明天晚上8点辅导孩子写作业的闹钟。,7
星期几是儿童节,9
附近有没有什么好玩儿的,2
11号到16号永康天气怎么样,11
9点29在北京卫视播出的上午剧场:奔腾年代(30)再回放一遍,4
告诉我这个月的农历16是多少号,9
作者是引路星的广播剧播放一个给我,3
广播剧杀破狼的主题曲帮我播放,5
昨天9点30在中央9套播出的跨过鸭绿江帮我放一下,4
打开高德我要去竞秀公园,2
让他一夜之间从武行变成金马奖最佳新人,11
帮我播放岳云鹏和孙悦的对口相声,3
怎么把空调调低点 温度调低,10
给我找一个美国去年上线的动作大片,8
我需要你播放一个日本的推理类电影呢,8
孩子们爱看密室大逃脱游戏类节目搜一下吧,1
昨晚居然睡着了回放广州竞赛今天零点的体坛点击吧,1
今年的元旦是农历的几号,9
你真的电话号码是多少,9
放浙江卫视6点20播出的今日聚焦,4
下午3点开始的女子双打乒乓球赛现场准备花絮可以看看吗,1
这个空调风好大 调低些,10
找到一个日本的今年出的偶像剧看看呢,8
查一下2月19号是星期几,9
想接着听魔法公主的第二章,3
给我看一个2009年的香港电影可以吗，不要现代的,8
是不是能来一个频率是一零四点五的云梦交通音乐台呢,6
科教台播出的健康之路-2021-146回放一下,4
光棍节儿快乐光棍节儿快乐,9
郑州教育的信息时代今天六点播放么帮我看下,4
我想骑车去大慈阁小区帮我看看怎么走,8
你是不是能播放一下REVISIT里的歌曲呢,5
生而为人这首歌是小明的最爱，帮我下一首播放,5
请续播言情小说天才医生的第五章,3
我现在要听英文版的灰姑娘的故事,3
其实不必问这么多所有答案本人都很清楚,5
绵阳明天空气质量怎么样,11
福州飞往洛杉矶的航班是不是明天有票,2
今天的贵州天气预报准备播了吗帮我看下,4
2000年庞龙唱的歌来一首可以吗,5
湿度改成百分之80卧室空调的,10
放杜牧的秋夕来给我听一下,5
李宇春超级女声夺冠的那段唱歌视频还能找到不，我想看看,1
我要听现在播的下班超有料就在保定经济广播,6
我想看使徒行者给我找一下影视连续剧版的,8
未来若真的设置赌场可能不考虑至澎湖拍片了,0
将今天下午3点多发邮件的提醒设置一下。,7
找一下怎么坐车去农业银行,2
找到动漫画江湖之不良人的第1季按列表播放,8
帮我播放杨幂黄子韬演的谈判官,8
冰箱变温抽屉的苹果放了多少天了呢,10
听说中国梦在电视上播呢帮我搜索一下,1
播放一下春三月啊乡村音乐的那个,8
快点给我查查还有去湖南哪里的动词,2
周末特供2021-316的节目回看一下,1
主人公穿越的有声小说随便播一个吧,8
给我打开我体育频道正在播放的节目,4
开车自动开启陕西秦腔广播的音乐发烧友听歌,6
导航到聚缘精品店的路,2
请循环播放后羿射日这个小故事,3
现在就播放一下古筝版的十面埋伏呢,5
宁夏奥德电子商贸有限公司石嘴山安防系统工程分公司金牌联盟,11
今年播出的热巴的剧长歌行播放给我看看,8
播放CCTV1正在直播的绝密使命,4
羊城晚报是什么让你离开又为什么会回来,8
我的这个号码为啥能接不能打这是什么原因,8
今天赵小棠为喻言庆生的视频能找到吗,1
那你可以直接坐车到PGP啊我一会看看蚊子哥和包子去不去,8
海淀今天刮得是北风吗,11
再放一首小田音乐社的沈园外,1
能给调到中国之声吧听听新闻联播,6
周二上午十点会下雨吗？,11
音乐类的荆州电台音乐频道可以收听一个不,6
会长我不想干了累死了你找个人来帮我吧,8
查下日历前天是哪个节日呢,9
把空调风速调大十格,10
你失败下既然没吃过哈哈吃了你就会觉得大马的是人间美味啊,0
请帮我删除4月1号去参加讲座的备忘录,7
我要听陈力的葬花吟,10
陈冰晶主持的都市之声现在就播放一下可以吗,6
放一个孟郊的游子吟来给大家听吧,3
宫斗重生有声漫画播一个给我,0
现在开车去北京火车站的最快路线,2
想去放风筝，贵阳明天能放不,11
农历的哪天是15号,9
播放104点2蚌埠经济广播电台,6
帮我换台到电视八点播出的电视剧爆射遁甲我想看下,4
请给我播放2017年美国电视剧球手们第三季预告片,1
快查查上海始发的飞机是8点的吗,2
今晚二十点安徽影视会播放什么类型的电视剧帮我看下,8
帮我订一张最快飞重庆的商务舱,2
请柬还提醒宾客要注意保暖防寒并提供红景天等抗高原反应药品,7
从济南到北京坐哪趟火车,2
可以不可以把风扇风速调为2档,10
洗碗机的清洗力度调大一点吧,10
看看13点有珠海始发去汕尾的汽车不,2
查看一下2021年5月24的晚间新闻视频,1
让家里的智能台灯亮一点儿,10
广东人民广播电台FM99点3的给我调过去,6
把卧室的除湿机湿度降到三十度,10
赵本山告诫小沈阳千万别离婚,10
设置下午1点半午休的闹钟,7
顺序播放一下汪苏泷的歌曲可以吗,5
随便找个生活台就听FM99点6的周末动起来吧,6
回放2018年刺激战场城市联赛的视频,1
我要听FM107.8的怀旧好声音电台,6
人民广播电台给我拨一下要听王建立的节目,6
5月18日城市有什么节目播放吗？帮我看下,4
朝闻天下5月1的视频再播放一遍,1
主持人常贵田大声感慨亲情最可贵,8
父亲节是5月的几号,9
请不要将15点的闹钟修改成17点,7
播一下李煜的虞美人来听,3
调至最大空调风速,10
金姬和银姬的命运上世纪七零年代在中国上映时曾轰动一时,0
2:55你能不能提醒我上小米直播,7
开启空调的静音模式好吗,10
放频率是一零四点五的跑火车电台,6
我要听郎朗的钢琴曲可以吗,5
播放推理类型的广播剧听听吧,8
查看国防军事频道破阵的往期视频,1
HUAWEI Mate 40 Pro的开箱视频找一下,1
去长城公司的路有几条,2
查找电影我喜欢你花絮,1
查询去哈尔滨的机票还有吗,2
我想听东郭先生和狼的故事,3
李雨儿并不是传说中的朱丽倩表妹她是湖南妹子,8
来一个频率是一零三点三的黄石交通音乐台可以吗,6
重播7点37钻石剧场你迟到的许多年,4
就是迪丽热巴演的那个古装剧，播放一下第32集,8
设定后天上午10点洗奶瓶,7
正月16是星期几,9
立即查询礼拜几是7月的15日,9
麻烦播放张云龙和乔欣演的趁我们还年轻按列表放,8
我想看中国动漫刺客伍六七主人公剪辑版,1
由吾恩演唱的人间纵我快帮我播一下,8
现在请给我放著名小说追忆逝水年华俄语版的,3
能把戏剧类电台海上戏剧给我播放一下吗,6
删除明天11:10的闹铃,7
回放湖南卫视昨天的新闻大求真,1
快点儿关上水浸传感器啊,10
张若昀演的庆余年影视版给我播放,8
阿斩钉截铁否认传闻而阿娇则说工作未安排到这么远,6
香港电台第一台的频率是FM93.5,6
播放玄幻类型的广播剧听听吧,3
9号和10号的提醒不需要了,7
陈琳的母亲当时被沈永革操刀的追思会的虚情假意给蒙蔽了,8
重播昨天的体育赛事,1
郭麒麟和宋轶演的赘婿给我放一下,8
最后哪怕在一夜暴富的情况下也没有失掉自我,8
找一部最热门的国漫随便哪个都行,8
这次再冲击金狮奖杜琪峰仍对此行表示期待,1
大后天是农历几月初几呢,9
前天看的美国电影继续播吧,8
星期三会刮大风吗？,11
我想观看宫崎骏的龙猫。,8
3月5号2点的提醒取消,7
能不能将5月20号的备忘录删除然后新建一个3月10号的备忘录,7
今天还有县城到东莞的汽车票吗,2
大家明天千万记得带护照晚安,11
设置一个6号上午8点带孩子去游乐场的闹钟。,7
请问一下圣诞节是星期几,9
17号请记得帮我建立提醒关闭系统,7
要出去一趟，帮我把风扇关掉吧,10
能找一个91年拍摄的喜剧看一会吗,8
帮我调到吉林生活我想看看有什么有趣的生活节目,4
当记者问道此事之后有没有跟阿忆试图联系沟通,8
刀客家族的女人是在湖南卫视国际播放的吗帮我看下,8
下周星期二是母亲节吗？,9
今天有军事新闻吗，放来看看,1
明天南京会不会下雨呢,11
宰执天下的有声小说听起来很一般,6
南方周末迄今为止你的电影故事没有晚于一九八零年的这是为什么,8
现在请收听中国之声，望远主持的,6
我想播放美国出版罗马假日。,8
能不能给我来一个大陆喜剧飞驰人生,8
快速打开江苏公共新闻的奇趣大自然。,4
提醒我和朋友一起去看电影在20号的时候,7
而受无线力捧的林峰在当时的价位并不如外传有薪价过百万,8
坐公交如何去北京故宫啊,2
三个多小时的节目动情点笑点不多让人记住的好节目几乎没有,6
频率是九七点二的阳江电台现在给我收听一个行不行呢,6
靳羽西表示这些都是过去的事当初不是我做主席,8
你今天要把衣服洗了，我把洗衣机打开,10
农历的皮卡丘节是哪天,9
快帮我回放湖南卫视5月27上午播出的我是大美人,4
昨晚记者联系到苏有朋的助理郝女士,6
我要听英文朗读的望岳,5
但对于这件事本身我却并没有感悟,8
帮忙把7月10号的提醒改到1月3号提醒,7
能不能查询然后订三张明天早上大连飞成都的机票,2
给我找出姜广涛和袁铭喆合作的广播剧听听,3
山东卫视播完问政山东后会播放什么节目帮我看下,4
放一个萧鼎的网文玄幻的,3
能否让我知道农历3月初3是哪天,9
不知道还能不能找到冯巩和牛群演的小偷公司小品吗想看一下,8
2021MSI比赛电视有直播吗快看看,1
给小朋友讲一个画饼充饥的故事来听,3
如果我现在要去兰州下来办事能给我提供哪些宿食方便,0
查下通化6号的平均气温,11
我想随机播放一首80年代的英文歌曲,5
搜索社会与法频道播出的法律大讲堂往期视频,4
明早6:40的时候，请叫我不要播放音乐,7
请播放法语版的茶花女,5
右腿绿色卡特彼勒七七三型号自动倾卸卡车,8
成奎安四代都住香港南围,8
给我放个小品吧就2021年贾玲和张小斐演的一波三折来看看,1
将卫生间的灯关上行吧,10
报一下什么节日是11月11日啊,9
今年的春节是什么时候,9
青年下午茶是不是在合肥频道播放的，看一下,4
那么两人之间到底是什么关系,9
帮我看看5月4日是星期几,9
广州今天可能会下雨吗,11
查询明天六点台北有雨吗,11
江苏省泰兴市七圩镇朱张云的基本信息,8
快点找出来电视剧西游记里的沙僧cut视频,1
播放一人之下这部内地和日本共同出品的电视剧。,8
中央3套播出的综艺喜乐汇帮我预约播出一下,4
广西卫视现在播放的是广西新闻吗帮我看下,4
赶快给我查询一下开往广州的动车哪天有呀,2
5点有青岛始发到济南的动车吗,2
查询丽江的穿衣指数是多少,11
上午八点的合肥经济新闻联播啥时候有回放啊，好像看耶,6
请问作文题目是教养的芬芳文体不限的作文怎么下笔,5
什么时候会降温,11
首先他是孝子心疼他妈妈疼,7
开始打开我的空调冷气,10
而车永莉扮演的翠玉则是很讨巧的角色,8
明天晚上7点回老家帮我定一下吧。,7
阿陈伟霆公开恋情公开亮相图,5
我想听一下冯巩的小品返乡,5
让我知道农历12月1是礼拜几呢,9
能随机播放一下纯音乐吗,5
给我放一下闻人听书的虞兮叹,8
他笑说漂亮是最重要的,8
中央台生活类的节目随便来一个可以吗,6
请在2分钟后告诉我11月5日是星期几,9
动我钓鱼岛血洗你东京,0
湖州现在昼夜温差大不大几度啊,11
播放河北二的都市侃房,8
请找有关邓超的综艺,1
重庆下过冰雹吗,11
只不过有的人却演的很假,8
继续播放一下刚才看的言情剧可以吗,8
帮我打开电风扇。,10
给我放一个郭德纲的搞笑相声听,3
萨噶达瓦节是星期几,9
日本拍的恐怖片给我找一个看看,8
你帮我增加一个下周一凌晨一点的闹钟,7
放一首利益诗词江南曲来听吧,3
我要查询一下发往揭阳的大巴明天有没有票,2
帮我播一下路知行和魏超合作的广播剧,3
游戏频道正播穿越火线cf直播快看下,4
我还是觉得收听FM107.8的怀旧好声音电台吧,6
给放一下上海人民广播电台的节目,6
给我找出景向谁依和羊仔合作的广播剧听听,3
播一下郭德纲于谦的相声兄弟情长给儿子听,3
来一首欢乐一点的西班牙语歌曲吧,5
我想听一些言情小说帮我找一个播放量最高的,8
景甜献唱美女老板主题曲韩国制作人打造,5
给我开启洗碗机,10
帮我重播昨天体育频道有个节目叫说唱CBA特别好玩,1
查询明天江西气温如何,11
帮我把客厅空调打开吧,10
郑州时政啥时候有直通政务帮我看下,2
重复播放一下2016年特朗普竞选总统的视频,1
西安到济南的火车票查询,2
能否告诉我去荆门的客车是几点的呀,2
取消我所有的提醒，包括5号和15号,7
有没有盗墓的有声漫画啊我想听,5
现在下午五点了，快看看那个台是不是影视推荐快开始了,7
给我回放2012年张学友的演唱会视频,1
继续播放一下张国立的那个古装剧,8
齐天这首歌我要听华晨宇唱的,5
嗯我会的你们要你们好好的呦下次送好吃的给你们哦,8
最高人气的爵士乐来一首可以吗,5
因为他们是明星最信任的人,0
我要听科洛迪的木偶奇遇记法文版的,6
就连齐秦也是一两年才打通电话问候一下,6
把空调风速减小到百分之60,10
报一下现在空调的温度吧,10
请用英文放国王与鹤这个故事,3
帮我记一下后天6点去我哥哥家,7
请循环放一下聪明的小乌龟这个故事吧,3
打开日历查询一下农历9月12是11月5日还是11月6日啊,9
麻烦给我播放郭德纲的单口相声,8
重复收听频率是九零点七的江阴交通广播电台,6
告诉我知道元宵节是星期几啊,9
徐静蕾没有底线法律就是我的底线,5
几月几号是青年节,9
新闻360中午接近十二点的时候播了吗帮我看下,4
关闭掉灯光的日间模式,10
换了人间-（四套）-16/40正在CCTV4直播观看一下吧,4
翡翠白玉青玉玛瑙釉玉黄蜡石哪种玉最好怎样区别,7
我想取消5月7号走亲戚的这个提醒 ,7
我想要看2009年上映的探索自然地理的国外纪录片自然界大事件,1
前天的农历是多少,9
我需要看一个曹盾导的悬疑剧呢,8
你的字写的太难看了要好好练习,0
播放412集怜可兄弟的相关视频,1
放一个朗读的送别，不是那个歌，王维的诗,5
而老徐也默认已有男朋友但并不是传言中的生意人,8
郭涛产量惊人水平参差,10
悬崖是不是在CCTV8播出已经播放到第几集了，我想看,8
蝙蝠侠前传暗夜骑士最快也要等到九月才能上映,8
播放摇滚版挪威森林,5
在此我们也代表汪峰再次感谢广大歌迷对他的关心,8
周蕙勇闯槟榔摊买提神液黄义达任新单曲制作人,5
幸亏被同屋女孩及时发现紧急送往医院抢救目前还在昏迷中,0
明天还去社保局不来的话提前给我发信息,7
我活得好陈琳在九泉之下才放得下心,8
西班牙语言的歌曲随机播放一个呗,5
能把骑车去步行街的线路告诉我吗,10
去桂林可以乘高铁吗？,2
把热水器打开,10
播放美国动作电影速度与激情2,8
我想看童蕾在6月15日拍摄都市丽人的花絮视频,1
快点打开日历查看9月15日和9月6日哪天是星期日,9
杭州上月有下雪吗,11
找到FM107点7听男人广播,6
立马给我建一个备忘录12月30号跟男朋友去逛街,7
林依晨被曝将息影跟随男友赴美充电,8
推送下元宵节当天教育的经典节目,6
搞个搞笑的剧武林外传可以播放一下吗,8
儿童节是什么时候呀,9
我要了解雄安近一个月的气温升降变化,11
有点儿想看过年七天乐给我回放一下,1
帮我播一下阿春主役的广播剧,3
冰箱冷藏室的温度调到零下十度,10
查询上月唐山下大雨了吗,11
听说觉醒年代播了帮我调下台找找那个节目,8
邓萃雯欲在内地找老公米雪称太忙没时间结婚,8
让我知道9点有哈尔滨去沈阳的火车吗,2
麻烦帮我接着放长相守,8
我给家里打电话了没什么事谢谢你的关心,8
请问我下午订的杭州去武汉的飞机票何时能送到手,2
如此人物设置自然就少不了黄瑶萱与各种外国人打交道的戏份,7
查一下六一儿童节是周几,9
这周的周一提醒我要去交物业费,7
潘粤明心目中的好父亲,0
羊仔配音的广播剧随便给我播放一个,3
下午六点山东体育在播放什么节目,6
你能现在就播放下美国电影阿甘正传吗,8
初恋这件小事花样美男抢韩星风光,0
找一下到天津西站的路线,2
能调到河南国际查看今天有什么吸引人的节目吗,6
有声小说竞技女孩给我播一下,4
快查查2017年端午节是周几,9
给我找到乌鲁木齐维语广播的听众点播,6
能否帮我打开杨超越在创造营101跳舞的合辑视频,1
帮我设定晚上10点洗漱的闹钟,7
请收听频率是九二点四的高邮电台,6
请播南光的中央人民广播电台银河台,6
在6点03播出的军事纪实-2021-103回放一下吧,4
明天晚上8点追韩剧的行程帮我定一下。,7
可以给我放一下2020年抖音最火爆的古典音乐吗,5
帮我播一下黑龙江广播电台天天说新闻,6
我正在收听中国之声的新闻,6
CCTV空中剧院-2021-46 京剧《王宝钏》访谈往期视频回看一下,1
帮我定一个周五晚上7点做饭的闹钟。,7
等会提醒我去找忠玉,7
呵呵我班主任给我说了好长时间了我一直没写好,0
请给我播放纪录片城市梦的第二集,1
张柏芝怒斥弃养母亲传闻图,0
我想听一首2020年的古风音乐呢,5
美国动漫汪汪队立大功有小片段播放吗,1
找到钟汉良和谭松韵主演的锦心似玉并播放,8
请用英语讲骑鹅旅行记这个故事,3
不过不能用比捐来掩饰诈捐,9
随便给找一个连载的国漫看,1
放一下从军行这首诗给大家听,3
告诉我后天陇西有雨吗,11
我也想知道你到底喜不喜欢,0
请问你们班毕业生党员人数,0
播一个刘琮配音的刑侦破案广播剧,3
最佳技术成就奖怪兽的视觉效果,5
姜广涛和路知行配音的铜钱龛世帮我播放一下,5
1点5倍速放苏有朋张娜拉演的喜剧刁蛮公主,8
正月十五和八月十五两天之中有没有元宵节啊,0
明天三点他的火车就差不多到重庆了,2
想知道明天新疆的日落时间,11
续播一世独尊的三十章,8
播一下早上九点有个台播的养生堂,3
伴随儿子一起出席活动的郎妈收到了全场热烈的掌声,0
帮我把电饭煲开启保温模式吧,10
1分钟后我想要了解农历8月初3是哪天,9
立刻播放全世界只想你来爱我张国荣唱的,5
这个辽宁鞍山怎么走啊,2
麻烦你查一下2018年中秋节是星期几,9
可以告诉我下冷冻室的饺子存放了多久了吗,0
听与你同行在保定交通广播,6
请帮我空调温度调成26吧温度太高,10
而且因为这次这么多人都在一起所以也比之前更加好玩哦,0
山东文旅频的直播乐拍电视购物一会儿播放下,6
慢慢适应哦那俩人怎么样,8
播放一个小沈阳最搞笑的小品来听一下,3
生活大调查大概在八点开播第五集么帮我看下,4
刘德华也写得一手好书法还不时即兴挥毫作慈善拍卖,6
帮我找杨硕和潘之琳演的绿水青山带笑颜,0
播放张信哲梦想里的太爱你,5
我要听清漪主播的节目在四川新闻广播,6
儿童节是在星期几,9
2015年的胡歌和靳东主演的电视剧伪装者可以播放一下不,8
二十分钟后关闭铃声多多你别忘了提醒我哈,7
向往的生活真人秀给我搜一下,1
小空调风速百分之20,10
组图梁静茹歌会被彩泡呛到明年一月发新专辑,1
马上给我播放诛仙前传第五章,8
请给我播一下小说在人间的法语版,3
故事内容横跨大半世纪浓情血脉尽显华人本色,8
持续播放华山气温情况,11
一会有空帮我查查今天的日期是多少号,9
骑车怎么去天坛告诉我一下呗,2
把你拉出来晒晒太阳吧我陪你阳光很好生活是要幸福健康,0
随机给我来一首放空里的音乐可以吗,5
作者是耳雅的广播剧播放一个给我,8
给我续播一下张爱玲的半生缘第五章,3
怎么开车去固始县,2
本市是否只有一个本手机号,5
立刻马上告诉我今天是哪个节假日,9
麻烦你告诉我自驾车去青海的路线是怎么走的,2
明天上午是晴天不？,11
