ID,Target
2749,Audio-Play
2750,HomeAppliance-Control
2751,HomeAppliance-Control
2752,TVProgram-Play
2753,Video-Play
2754,Weather-Query
2755,Radio-Listen
2756,FilmTele-Play
2757,Music-Play
2758,TVProgram-Play
2759,Radio-Listen
2760,Alarm-Update
2761,Radio-Listen
2762,Calendar-Query
2763,Video-Play
2764,Calendar-Query
2765,Weather-Query
2766,HomeAppliance-Control
2767,FilmTele-Play
2768,TVProgram-Play
2769,Video-Play
2770,Travel-Query
2771,Video-Play
2772,Travel-Query
2773,Alarm-Update
2774,TVProgram-Play
2775,Weather-Query
2776,Video-Play
2777,TVProgram-Play
2778,HomeAppliance-Control
2779,Music-Play
2780,Weather-Query
2781,Weather-Query
2782,Weather-Query
2783,Radio-Listen
2784,Radio-Listen
2785,Radio-Listen
2786,Other
2787,FilmTele-Play
2788,Other
2789,Music-Play
2790,Video-Play
2791,Travel-Query
2792,Other
2793,Other
2794,Music-Play
2795,Alarm-Update
2796,Radio-Listen
2797,FilmTele-Play
2798,Alarm-Update
2799,Calendar-Query
2800,Calendar-Query
2801,Radio-Listen
2802,Travel-Query
2803,HomeAppliance-Control
2804,Calendar-Query
2805,Radio-Listen
2806,Video-Play
2807,Video-Play
2808,Audio-Play
2809,TVProgram-Play
2810,Audio-Play
2811,Weather-Query
2812,Weather-Query
2813,Alarm-Update
2814,Audio-Play
2815,Travel-Query
2816,HomeAppliance-Control
2817,FilmTele-Play
2818,HomeAppliance-Control
2819,Audio-Play
2820,HomeAppliance-Control
2821,Weather-Query
2822,Radio-Listen
2823,Weather-Query
2824,Music-Play
2825,Weather-Query
2826,FilmTele-Play
2827,Weather-Query
2828,Calendar-Query
2829,Alarm-Update
2830,Video-Play
2831,Alarm-Update
2832,Music-Play
2833,FilmTele-Play
2834,HomeAppliance-Control
2835,Video-Play
2836,FilmTele-Play
2837,Radio-Listen
2838,Other
2839,Weather-Query
2840,Weather-Query
2841,TVProgram-Play
2842,FilmTele-Play
2843,Audio-Play
2844,Music-Play
2845,Travel-Query
2846,FilmTele-Play
2847,Weather-Query
2848,Weather-Query
2849,Music-Play
2850,Audio-Play
2851,Music-Play
2852,Calendar-Query
2853,Alarm-Update
2854,Calendar-Query
2855,Audio-Play
2856,Weather-Query
2857,Calendar-Query
2858,Music-Play
2859,Other
2860,Radio-Listen
2861,Travel-Query
2862,Weather-Query
2863,Alarm-Update
2864,Calendar-Query
2865,Radio-Listen
2866,Video-Play
2867,Video-Play
2868,Calendar-Query
2869,Calendar-Query
2870,Music-Play
2871,Travel-Query
2872,FilmTele-Play
2873,Alarm-Update
2874,FilmTele-Play
2875,Alarm-Update
2876,Radio-Listen
2877,HomeAppliance-Control
2878,TVProgram-Play
2879,Travel-Query
2880,Radio-Listen
2881,Music-Play
2882,TVProgram-Play
2883,Weather-Query
2884,Music-Play
2885,Radio-Listen
2886,FilmTele-Play
2887,Video-Play
2888,HomeAppliance-Control
2889,Video-Play
2890,Weather-Query
2891,Music-Play
2892,Video-Play
2893,Audio-Play
2894,HomeAppliance-Control
2895,Travel-Query
2896,Radio-Listen
2897,FilmTele-Play
2898,FilmTele-Play
2899,Video-Play
2900,Video-Play
2901,Radio-Listen
2902,Radio-Listen
2903,Travel-Query
2904,HomeAppliance-Control
2905,Alarm-Update
2906,Travel-Query
2907,Travel-Query
2908,Music-Play
2909,HomeAppliance-Control
2910,Radio-Listen
2911,Calendar-Query
2912,Weather-Query
2913,Alarm-Update
2914,Alarm-Update
2915,FilmTele-Play
2916,FilmTele-Play
2917,HomeAppliance-Control
2918,FilmTele-Play
2919,Travel-Query
2920,HomeAppliance-Control
2921,Radio-Listen
2922,FilmTele-Play
2923,Travel-Query
2924,Travel-Query
2925,Weather-Query
2926,Weather-Query
2927,Video-Play
2928,Radio-Listen
2929,FilmTele-Play
2930,FilmTele-Play
2931,Audio-Play
2932,Radio-Listen
2933,Alarm-Update
2934,Weather-Query
2935,Other
2936,Video-Play
2937,Other
2938,HomeAppliance-Control
2939,HomeAppliance-Control
2940,TVProgram-Play
2941,Video-Play
2942,Music-Play
2943,Calendar-Query
2944,Music-Play
2945,Alarm-Update
2946,Travel-Query
2947,HomeAppliance-Control
2948,HomeAppliance-Control
2949,Weather-Query
2950,Weather-Query
2951,Audio-Play
2952,HomeAppliance-Control
2953,FilmTele-Play
2954,FilmTele-Play
2955,Music-Play
2956,Weather-Query
2957,Weather-Query
2958,Weather-Query
2959,Weather-Query
2960,Weather-Query
2961,Video-Play
2962,Audio-Play
2963,Radio-Listen
2964,Calendar-Query
2965,Radio-Listen
2966,HomeAppliance-Control
2967,Music-Play
2968,Video-Play
2969,TVProgram-Play
2970,Music-Play
2971,TVProgram-Play
2972,Video-Play
2973,Alarm-Update
2974,Video-Play
2975,Video-Play
2976,Alarm-Update
2977,FilmTele-Play
2978,Radio-Listen
2979,FilmTele-Play
2980,Travel-Query
2981,Radio-Listen
2982,TVProgram-Play
2983,Audio-Play
2984,FilmTele-Play
2985,Other
2986,Weather-Query
2987,HomeAppliance-Control
2988,Radio-Listen
2989,Travel-Query
2990,Radio-Listen
2991,FilmTele-Play
2992,Music-Play
2993,Audio-Play
2994,Other
2995,Calendar-Query
2996,Music-Play
2997,TVProgram-Play
2998,Music-Play
2999,Video-Play
3000,Music-Play
